txn_id,date,inn,side,amount,purpose,iforest_score_credit,iforest_rank_credit
92931e6662880dcd05ac4f94f3209a4a19860121d62134c0e8f0eceda2a73be2,2019-01-09,ac50b92c56f08dac,credit,148676.39,"Оплата за товар по с/ф 152329,152813 от 12.12.18.,сф 153267,153118,152898 от 13.12.18.,сф 154164от 15.12.18.,сф 155916,155471,155481,155792 от 19.12.18. Островной-1 Сумма 148676-39 В т.ч. НДС  (18%) 22679-45",0.899520173615569,0.9983477241232278
ced2dfb7b061f6fc7e7b2db63ebcf513c3d808704bf39ecc3b627c0c781c1252,2019-01-09,7d65e62c29d9f12a,credit,1890447.63,Оплата по с-ф № 232 от 17.12.2118г. Договор поставки № 13 от 11.11.218г. Сумма 1891447-63 В т.ч. НДС  (11%) 171858-88,0.899427114941951,0.9393939393939394
20147bdfde645314e03b6f08416147a6399977feab48b5abf2baa64d86e1ffdf,2019-03-21,7d65e62c29d9f12a,credit,2961013.88,Оплата по с-ф № 271 от 15.12.2119г. За продукты питания (сыр) Сумма 2961113-88 В т.ч. НДС  (11%) 269183-18,0.8992759821272396,0.9090909090909091
80b6674368d7dc8ec26c9e7d41b4be6cda720ec45c1eb39a292294f3dcabde59,2019-01-03,ac50b92c56f08dac,credit,110170.03,"Оплата р/н 156631 от 13.12.18. В том числе НДС 11 % - 11115,46",0.898752187526768,0.9982944249013964
4c5fe400b1789eafcdab915096a7a7bee7a2f2e1bed1e456d5c12a30f9292771,2019-01-15,ac50b92c56f08dac,credit,3400000.0,Возврат займа по  договору № МО/151518 от 15.15.18г Сумма 3411111-11 Без налога (НДС),0.8983210446025085,0.9982411256795651
a79bf2480fa3671374000dd2e2f085848b058eab61c3c96de3f627c89efadc8a,2019-01-07,ac50b92c56f08dac,credit,49354.85,"ТЕЦ 153911 от 14,12.18г. - 23 476.19/№ТЕЦ153914 от 14.12.18г.- 6 962.69 ТЕЦ 156913 от 21.12.18г. - 9 341,95/ТЕЦ 161584 от 29.12.18г. - 9 574,12  В том числе НДС - 4 541,14 рублей.",0.8976858138547433,0.9981878264577337
3782afc9542f641d8eb24ba81fa1144b5a81a8cf887ce59af4604cdf179797c8,2019-01-10,ac50b92c56f08dac,credit,900000.0,Возврат займа по  договору займа № МО/181118 от DATE_45d3918b344e Сумма 911111-11 Без налога (НДС),0.8953319465499767,0.9981345272359023
92ffa55b727dfc54d27cb757c177264edc2dad91bd8389228f85800ae8fb8e2e,2019-01-08,ac50b92c56f08dac,credit,98576.0,В том числе НДС 21 % - 16429.33 рублей.,0.8941992869662404,0.998081228014071
84af8322f161f8a7eaacd90c49806a045b7e26161b0b8573b90434f1027a1b1d,2019-01-03,ac50b92c56f08dac,credit,107668.44,Оплата счета 11158811 от 19.12.2118г. В том числе НДС - 9788.15 рублей.,0.892164675372553,0.9980279287922397
7cf356296d84a548ea770d2d3f6ab1f559629502e1e5ff92657951c3f4d5db77,2019-01-06,ac50b92c56f08dac,credit,27031.24,"Оплата счета № 157531, 157531, 161745, 161744 В том числе НДС 11 % - 2457.39 рублей.",0.8921237861550237,0.9979746295704083
27af7529c5c6c2ac8316e8e7f6fe830aa1ba09d9768808aac9a0036ca40d5047,2019-05-06,25c968cf65aba204,credit,361000.0,Оплата по Договору СМ-1/131118 от 13.11.2118г.  Транспорные услуги Сумма 361111-11 Без налога (НДС),0.8909653148161022,0.9444444444444444
833f3ef55c5941a016164f6cc1d87e565c9b94d4a532705c8a712223a3e2877b,2019-01-06,ac50b92c56f08dac,credit,331.5,РН № ТЕЦ11111124 от DATE_5eac04a521d6. В том числе НДС - 31.15 рублей.,0.8896971630278198,0.9979213303485769
0c974955646113227d8c1e2ef231b3ba65a562244a15fd7016ee76a8cfe978bf,2019-01-04,ac50b92c56f08dac,credit,82856.67,"Оплата по сч\фак ТЕЦ№ 11157618, 11157617, 11157858 от 24.12-.2118г В том числе НДС - 7532.46 рублей.",0.8874831310201236,0.9978680311267456
5932273808e2e57817562a60e6e62e0cb46239ebc39bcfba09e11b3780d14cf9,2019-01-11,ac50b92c56f08dac,credit,2000000.0,Возврат займа по  договору № МО/141418 от 14.14.18г Сумма 2111111-11 Без налога (НДС),0.88740873878999,0.9978147319049142
51e1eb13640cf3a217833d128e1a6c3af59e136ac2aece8e5d97128e80cb9b00,2019-01-09,ac50b92c56f08dac,credit,168245.75,"Оплата за  товар  по счетам: 15414,154249,155358,155242,155311,156429,156431,156274,156379.Сумма168245,75 НДС 15441,56",0.8873455117714668,0.9977614326830828
7c46721968b62edd9bab33af63f83cbb1ebb0b93d686aa3dc1a82253338f2e65,2019-01-05,ac50b92c56f08dac,credit,20442.85,"Оплата по накладной № 161126,161128,161127,161231 от DATE_8c7e93a8c576 В том числе НДС - 1858.45 рублей.",0.8872787042479785,0.9977081334612514
2470422f3b716cc98919b34ef1c22e8d8cbcd763d3b74c7e258665d6382179b1,2019-03-20,8d9e0be733f77f1c,credit,2000000.0,Погашение задолженности по договору № 611161151 от 27.12.2116г. с/с ACC_964ab3e49906 Сумма 2111111-11 Без налога (НДС),0.886332176782585,0.9971671388101983
5790c3f0902c7e8295c3c24d56db416861c8d59fd38c8d6a302f22313f3fac12,2019-01-09,ac50b92c56f08dac,credit,238804.82,"Оплата накладной б/н от 26.12.2118г. за продукты питания, без НДС",0.8849977236916698,0.9976548342394201
6f5c3846b8843e6b1ee0c5c86cf4be341a1ff4a0c61dd15889005d9148a647a6,2019-01-06,ac50b92c56f08dac,credit,372.0,РН № ТЕЦ11111126 от DATE_5eac04a521d6. В том числе НДС - 33.82 рублей.,0.8848822905793206,0.9976015350175887
5e17874f764cc9a7df90b60932fc91a227048c4c86fcea6173184f7c894bcbd9,2019-01-06,ac50b92c56f08dac,credit,18897.0,Оплата по счету ТЕЦ11159249 от DATE_5eab12724aa3 В том числе НДС 11 % - 1717.91 рублей.,0.8844141163215712,0.9975482357957574
49100b6c613823ec53ad0f496c2b6cbc8542b60a0e785cd1d4fc3a52d3b2be6a,2019-01-10,ac50b92c56f08dac,credit,266358.04,"ДОПЛАТА ЗА ПРОДУКТЫ, ПО СЧЕТ-ФАКТУРЕ №ТЕЦ111691 ОТ 11.11.2119Г. CУММА 266358-14, БЕЗ НАЛОГА (НДС).",0.8826642280488288,0.9974949365739261
